"Operating_condition (e.g., stall cycle/stall inception)",r_probe(m),x_probe(m),Rotational_frame(yes/no)
Stall inception,0.1892,-0.235,yes
t(s),p(Pa),,
0.01538458,105733.7064,,
0.015385612,105600.5436,,
0.015386645,105470.7241,,
0.015387677,105332.3267,,
0.015388709,105197.3498,,
0.015389741,105053.8784,,
0.015390773,104910.0647,,
0.015391806,104765.8654,,
0.015392838,104617.2306,,
0.01539387,104468.257,,
0.015394902,104311.1261,,
0.015395934,104157.718,,
0.015396966,104000.0215,,
0.015397999,103838.2468,,
0.015399031,103676.2287,,
0.015400063,103510.0091,,
0.015401095,103339.7765,,
0.015402127,103173.3509,,
0.015403159,102998.9308,,
0.015404192,102824.1597,,
0.015405224,102649.555,,
0.015406256,102470.8297,,
0.015407288,102292.073,,
0.01540832,102109.1446,,
0.015409353,101925.9673,,
0.015410385,101743.0018,,
0.015411417,101559.7505,,
0.015412449,101372.455,,
0.015413481,101188.8731,,
0.015414513,101001.3547,,
0.015415546,100813.6277,,
0.015416578,100629.927,,
0.01541761,100441.6832,,
0.015418642,100257.3995,,
0.015419674,100072.9253,,
0.015420706,99888.03838,,
0.015421739,99707.29326,,
0.015422771,99525.97267,,
0.015423803,99348.42475,,
0.015424835,99170.57419,,
0.015425867,98996.36355,,
0.0154269,98825.93449,,
0.015427932,98655.03894,,
0.015428964,98483.99637,,
0.015429996,98320.582,,
0.015431028,98156.49284,,
0.01543206,98000.36628,,
0.015433093,97843.88156,,
0.015434125,97690.84691,,
0.015435157,97545.4038,,
0.015436189,97399.76371,,
0.015437221,97257.63094,,
0.015438253,97123.26918,,
0.015439286,96988.83601,,
0.015440318,96861.66447,,
0.01544135,96738.21545,,
0.015442382,96618.66803,,
0.015443414,96502.83481,,
0.015444446,96391.20063,,
0.015445479,96282.4877,,
0.015446511,96182.48182,,
0.015447543,96081.40572,,
0.015448575,95988.89362,,
0.015449607,95900.01212,,
0.01545064,95814.73975,,
0.015451672,95737.9752,,
0.015452704,95661.04947,,
0.015453736,95587.9946,,
0.015454768,95523.01609,,
0.0154558,95458.49695,,
0.015456833,95401.59186,,
0.015457865,95349.21593,,
0.015458897,95296.87577,,
0.015459929,95249.148,,
0.015460961,95209.70995,,
0.015461993,95170.05141,,
0.015463026,95134.5756,,
0.015464058,95103.87187,,
0.01546509,95077.60375,,
0.015466122,95051.6373,,
0.015467154,95030.56772,,
0.015468187,95013.25212,,
0.015469219,95000.38427,,
0.015470251,94988.84947,,
0.015471283,94977.03321,,
0.015472315,94974.09564,,
0.015473347,94972.0315,,
0.01547438,94969.76373,,
0.015475412,94972.99991,,
0.015476444,94976.66525,,
0.015477476,94980.6963,,
0.015478508,94989.16491,,
0.01547954,94998.65935,,
0.015480573,95012.62648,,
0.015481605,95027.67497,,
0.015482637,95043.15513,,
0.015483669,95059.19864,,
0.015484701,95075.71116,,
0.015485734,95097.31074,,
0.015486766,95119.49327,,
0.015487798,95138.75351,,
0.01548883,95162.57578,,
0.015489862,95186.95431,,
0.015490894,95211.90163,,
0.015491927,95237.98305,,
0.015492959,95265.17813,,
0.015493991,95292.3901,,
0.015495023,95320.73547,,
0.015496055,95350.23537,,
0.015497087,95380.28651,,
0.01549812,95406.92114,,
0.015499152,95438.12145,,
0.015500184,95466.48105,,
0.015501216,95496.00533,,
0.015502248,95526.06702,,
0.015503281,95557.28881,,
0.015504313,95589.10209,,
0.015505345,95618.05126,,
0.015506377,95647.52431,,
0.015507409,95678.18354,,
0.015508441,95709.38634,,
0.015509474,95737.71782,,
0.015510506,95771.1778,,
0.015511538,95797.81096,,
0.01551257,95828.96183,,
0.015513602,95856.66138,,
0.015514634,95886.12761,,
0.015515667,95916.09508,,
0.015516699,95947.20176,,
0.015517731,95975.44451,,
0.015518763,96004.20285,,
0.015519795,96030.77039,,
0.015520828,96061.59875,,
0.01552186,96089.40239,,
0.015522892,96114.42194,,
0.015523924,96144.42642,,
0.015524956,96172.09468,,
0.015525988,96200.31525,,
0.015527021,96229.19048,,
0.015528053,96255.05179,,
0.015529085,96282.58729,,
0.015530117,96314.66167,,
0.015531149,96343.86293,,
0.015532181,96369.63766,,
0.015533214,96401.07267,,
0.015534246,96429.09043,,
0.015535278,96462.22857,,
0.01553631,96491.96312,,
0.015537342,96523.35919,,
0.015538374,96555.21592,,
0.015539407,96588.34518,,
0.015540439,96622.09029,,
0.015541471,96657.39115,,
0.015542503,96692.895,,
0.015543535,96729.0446,,
0.015544568,96771.25,,
0.0155456,96809.56584,,
0.015546632,96848.67194,,
0.015547664,96888.81795,,
0.015548696,96934.11284,,
0.015549728,96976.06765,,
0.015550761,97022.67624,,
0.015551793,97069.95436,,
0.015552825,97118.40211,,
0.015553857,97167.39143,,
0.015554889,97220.69168,,
0.015555921,97275.1472,,
0.015556954,97330.13656,,
0.015557986,97385.80018,,
0.015559018,97442.14851,,
0.01556005,97502.66513,,
0.015561082,97564.32552,,
0.015562115,97629.72779,,
0.015563147,97692.53373,,
0.015564179,97759.22212,,
0.015565211,97830.40706,,
0.015566243,97901.76995,,
0.015567275,97973.73516,,
0.015568308,98045.42778,,
0.01556934,98121.71966,,
0.015570372,98202.42595,,
0.015571404,98278.55946,,
0.015572436,98363.51641,,
0.015573468,98448.15758,,
0.015574501,98533.16498,,
0.015575533,98617.56151,,
0.015576565,98710.27295,,
0.015577597,98797.97759,,
0.015578629,98890.34004,,
0.015579662,98985.81493,,
0.015580694,99081.28701,,
0.015581726,99180.0382,,
0.015582758,99278.49818,,
0.01558379,99380.37832,,
0.015584822,99481.58383,,
0.015585855,99586.13167,,
0.015586887,99689.89358,,
0.015587919,99797.04993,,
0.015588951,99903.16829,,
0.015589983,100012.5185,,
0.015591015,100120.8914,,
0.015592048,100232.2576,,
0.01559308,100342.556,,
0.015594112,100455.8833,,
0.015595144,100571.883,,
0.015596176,100686.8918,,
0.015597209,100804.6653,,
0.015598241,100921.1671,,
0.015599273,101036.3811,,
0.015600305,101154.3065,,
0.015601337,101275.0289,,
0.015602369,101394.2146,,
0.015603402,101512.1636,,
0.015604434,101632.5421,,
0.015605466,101755.6849,,
0.015606498,101877.3884,,
0.01560753,101997.6039,,
0.015608562,102124.349,,
0.015609595,102245.6501,,
0.015610627,102369.4834,,
0.015611659,102491.8564,,
0.015612691,102612.8335,,
0.015613723,102740.197,,
0.015614756,102866.0925,,
0.015615788,102986.6432,,
0.01561682,103113.6379,,
0.015617852,103235.3321,,
0.015618884,103359.4562,,
0.015619916,103482.2929,,
0.015620949,103607.5808,,
0.015621981,103727.6539,,
0.015623013,103850.2202,,
0.015624045,103971.4611,,
0.015625077,104091.4836,,
0.015626109,104214.1091,,
0.015627142,104331.4258,,
0.015628174,104451.539,,
0.015629206,104566.388,,
0.015630238,104684.036,,
0.01563127,104800.5189,,
0.015632302,104915.8366,,
0.015633335,105030.027,,
0.015634367,105142.9911,,
0.015635399,105254.9857,,
0.015636431,105365.8171,,
0.015637463,105475.6133,,
0.015638496,105584.4376,,
0.015639528,105688.289,,
0.01564056,105795.1982,,
0.015641592,105897.1958,,
0.015642624,105998.1705,,
0.015643656,106094.3244,,
0.015644689,106189.6545,,
0.015645721,106284.1909,,
0.015646753,106377.8493,,
0.015647785,106466.7364,,
0.015648817,106554.9878,,
0.015649849,106638.5303,,
0.015650882,106721.4303,,
0.015651914,106799.7381,,
0.015652946,106877.0673,,
0.015653978,106953.9687,,
0.01565501,107022.409,,
0.015656043,107094.4175,,
0.015657075,107161.7904,,
0.015658107,107224.3436,,
0.015659139,107283.0024,,
0.015660171,107341.012,,
0.015661203,107398.7513,,
0.015662236,107452.0322,,
0.015663268,107501.0398,,
0.0156643,107545.775,,
0.015665332,107590.2389,,
0.015666364,107630.6322,,
0.015667396,107666.5518,,
0.015668429,107702.4037,,
0.015669461,107734.1874,,
0.015670493,107766.1167,,
0.015671525,107794.2013,,
0.015672557,107817.812,,
0.01567359,107837.5849,,
0.015674622,107857.1048,,
0.015675654,107876.9991,,
0.015676686,107889.3102,,
0.015677718,107901.5867,,
0.01567875,107913.8287,,
0.015679783,107922.5188,,
0.015680815,107927.1869,,
0.015681847,107932.525,,
0.015682879,107933.6564,,
0.015683911,107935.6782,,
0.015684943,107933.7619,,
0.015685976,107932.309,,
0.015687008,107927.5893,,
0.01568804,107922.8947,,
0.015689072,107914.76,,
0.015690104,107907.1263,,
0.015691137,107896.5466,,
0.015692169,107886.024,,
0.015693201,107876.3078,,
0.015694233,107862.6582,,
0.015695265,107846.1169,,
0.015696297,107833.9421,,
0.01569733,107818.3325,,
0.015698362,107803.1026,,
0.015699394,107785.0353,,
0.015700426,107767.5593,,
0.015701458,107750.4896,,
0.01570249,107733.8319,,
0.015703523,107714.0826,,
0.015704555,107694.9481,,
0.015705587,107676.5497,,
0.015706619,107654.5901,,
0.015707651,107633.2617,,
0.015708684,107612.6907,,
0.015709716,107592.2606,,
0.015710748,107573.1,,
0.01571178,107553.5836,,
0.015712812,107531.349,,
0.015713844,107509.2628,,
0.015714877,107487.6437,,
0.015715909,107466.3086,,
0.015716941,107445.6296,,
0.015717973,107420.9125,,
0.015719005,107397.1779,,
0.015720037,107377.2212,,
0.01572107,107353.9218,,
0.015722102,107330.5812,,
0.015723134,107307.1968,,
0.015724166,107279.7661,,
0.015725198,107256.8045,,
0.01572623,107233.7934,,
0.015727263,107206.73,,
0.015728295,107183.6118,,
0.015729327,107156.4362,,
0.015730359,107129.2004,,
0.015731391,107101.3774,,
0.015732424,107073.1418,,
0.015733456,107044.6543,,
0.015734488,107015.5654,,
0.01573552,106986.0488,,
0.015736552,106956.2715,,
0.015737584,106925.5262,,
0.015738617,106890.1582,,
0.015739649,106857.9855,,
0.015740681,106821.3585,,
0.015741713,106787.0203,,
0.015742745,106748.2112,,
0.015743777,106712.0345,,
0.01574481,106670.8321,,
0.015745842,106628.7894,,
0.015746874,106585.7051,,
0.015747906,106540.848,,
0.015748938,106494.753,,
0.015749971,106447.0294,,
0.015751003,106398.4274,,
0.015752035,106347.6152,,
0.015753067,106291.5158,,
0.015754099,106238.1186,,
0.015755131,106182.4512,,
0.015756164,106121.287,,
0.015757196,106058.3753,,
0.015758228,105993.6926,,
0.01575926,105926.8922,,
0.015760292,105854.2756,,
0.015761324,105783.2335,,
0.015762357,105706.585,,
0.015763389,105628.0405,,
0.015764421,105546.8241,,
0.015765453,105463.6439,,
0.015766485,105374.9155,,
0.015767518,105283.4137,,
0.01576855,105189.8469,,
0.015769582,105090.0338,,
0.015770614,104987.9369,,
0.015771646,104883.6647,,
0.015772678,104773.6511,,
0.015773711,104661.2493,,
0.015774743,104546.5459,,
0.015775775,104425.9966,,
0.015776807,104302.4155,,
0.015777839,104173.5506,,
0.015778871,104042.1946,,
0.015779904,103908.8352,,
0.015780936,103769.4343,,
0.015781968,103624.6251,,
0.015783,103481.1348,,
0.015784032,103332.2589,,
0.015785065,103177.7695,,
0.015786097,103017.1391,,
0.015787129,102859.0093,,
0.015788161,102695.2554,,
0.015789193,102526.5591,,
0.015790225,102356.9063,,
0.015791258,102185.626,,
0.01579229,102008.6062,,
0.015793322,101827.284,,
0.015794354,101649.6607,,
0.015795386,101466.2878,,
0.015796418,101278.5786,,
0.015797451,101089.8085,,
0.015798483,100901.4115,,
0.015799515,100708.6994,,
0.015800547,100515.6326,,
0.015801579,100318.2083,,
0.015802611,100122.0069,,
0.015803644,99925.46637,,
0.015804676,99724.57947,,
0.015805708,99524.14384,,
0.01580674,99324.98955,,
0.015807772,99122.32731,,
0.015808805,98920.99905,,
0.015809837,98720.20345,,
0.015810869,98520.7942,,
0.015811901,98318.8035,,
0.015812933,98122.26357,,
0.015813965,97923.206,,
0.015814998,97724.73654,,
0.01581603,97528.7282,,
0.015817062,97335.16872,,
0.015818094,97142.35516,,
0.015819126,96952.94456,,
0.015820158,96765.2302,,
0.015821191,96579.24575,,
0.015822223,96396.91214,,
0.015823255,96215.39179,,
0.015824287,96037.62683,,
0.015825319,95865.63236,,
0.015826352,95693.49805,,
0.015827384,95523.33699,,
0.015828416,95360.10147,,
0.015829448,95199.969,,
0.01583048,95042.70796,,
0.015831512,94888.63856,,
0.015832545,94737.67222,,
0.015833577,94590.76712,,
0.015834609,94449.16236,,
0.015835641,94311.70087,,
0.015836673,94178.60172,,
0.015837705,94047.85021,,
0.015838738,93921.34714,,
0.01583977,93802.17568,,
0.015840802,93686.14768,,
0.015841834,93573.98467,,
0.015842866,93465.48185,,
0.015843899,93363.84998,,
0.015844931,93266.87286,,
0.015845963,93172.92142,,
0.015846995,93085.77815,,
0.015848027,92999.48567,,
0.015849059,92920.14496,,
0.015850092,92843.8991,,
0.015851124,92775.47896,,
0.015852156,92707.12662,,
0.015853188,92645.8905,,
0.01585422,92592.51084,,
0.015855252,92537.27896,,
0.015856285,92490.12104,,
0.015857317,92446.93222,,
0.015858349,92405.78404,,
0.015859381,92371.85871,,
0.015860413,92339.98396,,
0.015861446,92312.1465,,
0.015862478,92290.5558,,
0.01586351,92271.01094,,
0.015864542,92258.63631,,
0.015865574,92244.40171,,
0.015866606,92237.18974,,
0.015867639,92232.08973,,
0.015868671,92232.22829,,
0.015869703,92235.36043,,
0.015870735,92240.53665,,
0.015871767,92251.73956,,
0.015872799,92264.14451,,
0.015873832,92277.74003,,
0.015874864,92297.33873,,
0.015875896,92313.9876,,
0.015876928,92340.68952,,
0.01587796,92363.61762,,
0.015878993,92391.60726,,
0.015880025,92420.70394,,
0.015881057,92455.8068,,
0.015882089,92489.99382,,
0.015883121,92526.18417,,
0.015884153,92562.54278,,
0.015885186,92603.85986,,
0.015886218,92645.25182,,
0.01588725,92686.84596,,
0.015888282,92733.36856,,
0.015889314,92779.09283,,
0.015890346,92825.83116,,
0.015891379,92876.57559,,
0.015892411,92922.62533,,
0.015893443,92972.65835,,
0.015894475,93027.70116,,
0.015895507,93077.85678,,
0.015896539,93131.29164,,
0.015897572,93188.80644,,
0.015898604,93242.30416,,
0.015899636,93298.97415,,
0.015900668,93355.72655,,
0.0159017,93411.69597,,
0.015902733,93467.66122,,
0.015903765,93526.86016,,
0.015904797,93585.27504,,
0.015905829,93642.86078,,
0.015906861,93704.46628,,
0.015907893,93765.34795,,
0.015908926,93821.43217,,
0.015909958,93884.73345,,
0.01591099,93943.35021,,
0.015912022,94005.88193,,
0.015913054,94062.91326,,
0.015914086,94123.99476,,
0.015915119,94184.32179,,
0.015916151,94247.15272,,
0.015917183,94305.91825,,
0.015918215,94368.0345,,
0.015919247,94429.4353,,
0.01592028,94490.10294,,
0.015921312,94550.00669,,
0.015922344,94608.52665,,
0.015923376,94666.99688,,
0.015924408,94724.8662,,
0.01592544,94785.95435,,
0.015926473,94846.4669,,
0.015927505,94902.22712,,
0.015928537,94961.32337,,
0.015929569,95019.80855,,
0.015930601,95077.58383,,
0.015931633,95135.45051,,
0.015932666,95191.95254,,
0.015933698,95248.49274,,
0.01593473,95304.47426,,
0.015935762,95363.10388,,
0.015936794,95418.49196,,
0.015937827,95472.58849,,
0.015938859,95530.16983,,
0.015939891,95587.72896,,
0.015940923,95640.75416,,
0.015941955,95697.83212,,
0.015942987,95753.71628,,
0.01594402,95809.60279,,
0.015945052,95865.62104,,
0.015946084,95924.47704,,
0.015947116,95979.3488,,
0.015948148,96038.33112,,
0.01594918,96092.80167,,
0.015950213,96151.59716,,
0.015951245,96209.07583,,
0.015952277,96266.6026,,
0.015953309,96328.28325,,
0.015954341,96386.02008,,
0.015955374,96447.30346,,
0.015956406,96508.677,,
0.015957438,96569.54089,,
0.01595847,96629.99281,,
0.015959502,96691.07425,,
0.015960534,96755.68459,,
0.015961567,96820.41611,,
0.015962599,96884.1348,,
0.015963631,96949.07646,,
0.015964663,97017.5828,,
0.015965695,97086.17254,,
0.015966727,97153.77246,,
0.01596776,97222.04833,,
0.015968792,97290.40246,,
0.015969824,97362.92214,,
0.015970856,97435.03402,,
0.015971888,97507.19593,,
0.015972921,97583.51479,,
0.015973953,97655.43194,,
0.015974985,97731.96545,,
0.015976017,97808.0909,,
0.015977049,97884.87488,,
0.015978081,97964.74026,,
0.015979114,98045.24376,,
0.015980146,98125.84106,,
0.015981178,98205.55676,,
0.01598221,98286.38737,,
0.015983242,98370.817,,
0.015984274,98455.34696,,
0.015985307,98539.55518,,
0.015986339,98628.32286,,
0.015987371,98713.19485,,
0.015988403,98801.73458,,
0.015989435,98890.30397,,
0.015990467,98979.47081,,
0.0159915,99067.77995,,
0.015992532,99156.59827,,
0.015993564,99249.47096,,
0.015994596,99341.53391,,
0.015995628,99434.5431,,
0.015996661,99526.70947,,
0.015997693,99619.31372,,
0.015998725,99715.56702,,
0.015999757,99811.70848,,
0.016000789,99904.3778,,
0.016001821,100000.1856,,
0.016002854,100099.8675,,
0.016003886,100195.6775,,
0.016004918,100294.954,,
0.01600595,100390.0642,,
0.016006982,100489.2521,,
0.016008014,100587.7672,,
0.016009047,100686.3418,,
0.016010079,100788.3589,,
0.016011111,100886.1191,,
0.016012143,100987.4409,,
0.016013175,101088.1378,,
0.016014208,101189.0223,,
0.01601524,101288.9428,,
0.016016272,101392.6913,,
0.016017304,101496.0636,,
0.016018336,101594.4768,,
0.016019368,101696.195,,
0.016020401,101801.5044,,
0.016021433,101902.258,,
0.016022465,102002.2921,,
0.016023497,102105.1527,,
0.016024529,102207.9891,,
0.016025561,102313.7857,,
0.016026594,102414.8026,,
0.016027626,102515.3025,,
0.016028658,102618.7243,,
0.01602969,102721.3347,,
0.016030722,102822.939,,
0.016031755,102927.8828,,
0.016032787,103027.7835,,
0.016033819,103130.5759,,
0.016034851,103232.0712,,
0.016035883,103336.9335,,
0.016036915,103440.9105,,
0.016037948,103539.3118,,
0.01603898,103641.0517,,
0.016040012,103745.8776,,
0.016041044,103845.1147,,
0.016042076,103947.2501,,
0.016043108,104048.4656,,
0.016044141,104148.7489,,
0.016045173,104247.2658,,
0.016046205,104348.8581,,
0.016047237,104449.5259,,
0.016048269,104552.4404,,
0.016049302,104650.4422,,
0.016050334,104751.3387,,
0.016051366,104855.1083,,
0.016052398,104957.3657,,
0.01605343,105058.5166,,
0.016054462,105158.5873,,
0.016055495,105261.3715,,
0.016056527,105363.2962,,
0.016057559,105463.5399,,
0.016058591,105566.5311,,
0.016059623,105668.6982,,
0.016060655,105769.8572,,
0.016061688,105873.5867,,
0.01606272,105975.9183,,
0.016063752,106081.4846,,
0.016064784,106185.8828,,
0.016065816,106293.1279,,
0.016066849,106395.2347,,
0.016067881,106504.8593,,
0.016068913,106612.7349,,
0.016069945,106719.739,,
0.016070977,106825.6646,,
0.016072009,106934.9501,,
0.016073042,107042.7619,,
0.016074074,107153.5368,,
0.016075106,107259.714,,
0.016076138,107368.881,,
0.01607717,107476.8522,,
0.016078202,107588.4652,,
0.016079235,107694.9054,,
0.016080267,107804.3811,,
0.016081299,107913.0941,,
0.016082331,108021.0956,,
0.016083363,108132.154,,
0.016084395,108242.2783,,
0.016085428,108352.1509,,
0.01608646,108460.8541,,
0.016087492,108568.6296,,
0.016088524,108675.9246,,
0.016089556,108782.295,,
0.016090589,108884.448,,
0.016091621,108989.4153,,
0.016092653,109093.904,,
0.016093685,109197.9157,,
0.016094717,109297.2598,,
0.016095749,109399.8527,,
0.016096782,109497.959,,
0.016097814,109591.5713,,
0.016098846,109688.6937,,
0.016099878,109780.8411,,
0.01610091,109876.9548,,
0.016101942,109964.0693,,
0.016102975,110054.8503,,
0.016104007,110141.3788,,
0.016105039,110223.0721,,
0.016106071,110304.5074,,
0.016107103,110385.5582,,
0.016108136,110462.0376,,
0.016109168,110538.4249,,
0.0161102,110609.4059,,
0.016111232,110681.0853,,
0.016112264,110747.8311,,
0.016113296,110810.4437,,
0.016114329,110872.4236,,
0.016115361,110930.2523,,
0.016116393,110987.6046,,
0.016117425,111037.1273,,
0.016118457,111089.6313,,
0.016119489,111134.4782,,
0.016120522,111178.281,,
0.016121554,111218.7614,,
0.016122586,111254.1729,,
0.016123618,111289.5515,,
0.01612465,111316.5472,,
0.016125683,111343.4969,,
0.016126715,111369.6935,,
0.016127747,111388.2,,
0.016128779,111406.1017,,
0.016129811,111419.7712,,
0.016130843,111429.7474,,
0.016131876,111434.5494,,
0.016132908,111439.6465,,
0.01613394,111436.5007,,
0.016134972,111433.0965,,
0.016136004,111425.0395,,
0.016137036,111417.2844,,
0.016138069,111400.8626,,
0.016139101,111384.165,,
0.016140133,111363.203,,
0.016141165,111337.5409,,
0.016142197,111308.1829,,
0.01614323,111274.1207,,
0.016144262,111239.617,,
0.016145294,111200.5481,,
0.016146326,111157.6301,,
0.016147358,111110.5795,,
0.01614839,111062.1964,,
0.016149423,111009.9642,,
0.016150455,110952.5238,,
0.016151487,110891.2396,,
0.016152519,110829.1933,,
0.016153551,110762.8392,,
0.016154583,110695.7041,,
0.016155616,110620.2513,,
0.016156648,110543.3857,,
