"Operating_condition (e.g., stall cycle/stall inception)",r_probe(m),x_probe(m),Rotational_frame(yes/no)
Stall inception,0.1892,-0.235,yes
t(s),p(Pa),,
0.034004,103547.4336,,
0.034005032,103545.2465,,
0.034006064,103543.1433,,
0.034007096,103537.184,,
0.034008128,103535.3362,,
0.03400916,103533.6114,,
0.034010193,103527.9867,,
0.034011225,103526.4676,,
0.034012257,103521.0624,,
0.034013289,103519.7607,,
0.034014321,103514.5551,,
0.034015353,103513.4447,,
0.034016386,103508.4671,,
0.034017418,103507.5649,,
0.03401845,103502.7419,,
0.034019482,103498.018,,
0.034020514,103493.362,,
0.034021547,103488.8025,,
0.034022579,103484.3208,,
0.034023611,103475.924,,
0.034024643,103471.6137,,
0.034025675,103467.3411,,
0.034026707,103459.1494,,
0.03402774,103451.0166,,
0.034028772,103442.9294,,
0.034029804,103434.9028,,
0.034030836,103426.9235,,
0.034031868,103418.998,,
0.0340329,103411.1097,,
0.034033933,103403.2459,,
0.034034965,103391.4249,,
0.034035997,103383.638,,
0.034037029,103371.8771,,
0.034038061,103360.1414,,
0.034039094,103348.4111,,
0.034040126,103340.7001,,
0.034041158,103328.9866,,
0.03404219,103317.2707,,
0.034043222,103305.5699,,
0.034044254,103289.8592,,
0.034045287,103278.1451,,
0.034046319,103266.4254,,
0.034047351,103254.678,,
0.034048383,103242.9252,,
0.034049415,103231.1559,,
0.034050447,103219.3579,,
0.03405148,103211.5482,,
0.034052512,103199.6938,,
0.034053544,103187.8057,,
0.034054576,103179.8844,,
0.034055608,103167.9405,,
0.034056641,103159.9593,,
0.034057673,103151.9171,,
0.034058705,103143.8217,,
0.034059737,103135.6836,,
0.034060769,103131.5077,,
0.034061801,103127.2527,,
0.034062834,103122.9501,,
0.034063866,103118.5946,,
0.034064898,103118.1467,,
0.03406593,103113.6498,,
0.034066962,103117.0665,,
0.034067994,103116.4096,,
0.034069027,103119.6653,,
0.034070059,103122.8425,,
0.034071091,103129.9308,,
0.034072123,103132.9209,,
0.034073155,103143.8121,,
0.034074188,103150.5965,,
0.03407522,103161.2793,,
0.034076252,103175.8573,,
0.034077284,103186.3226,,
0.034078316,103200.6638,,
0.034079348,103218.87,,
0.034080381,103236.9586,,
0.034081413,103254.9237,,
0.034082445,103276.7311,,
0.034083477,103298.4123,,
0.034084509,103323.9473,,
0.034085541,103349.3243,,
0.034086574,103374.5558,,
0.034087606,103403.6356,,
0.034088638,103432.5553,,
0.03408967,103461.3138,,
0.034090702,103493.9088,,
0.034091734,103526.3327,,
0.034092767,103558.5906,,
0.034093799,103590.6691,,
0.034094831,103626.5963,,
0.034095863,103662.3324,,
0.034096895,103697.8937,,
0.034097928,103733.2902,,
0.03409896,103768.5013,,
0.034099992,103807.5546,,
0.034101024,103842.4241,,
0.034102056,103881.1379,,
0.034103088,103919.6681,,
0.034104121,103954.0522,,
0.034105153,103992.2622,,
0.034106185,104026.3354,,
0.034107217,104064.2397,,
0.034108249,104098.0094,,
0.034109281,104135.6329,,
0.034110314,104169.1369,,
0.034111346,104202.4969,,
0.034112378,104235.7365,,
0.03411341,104268.8748,,
0.034114442,104297.9001,,
0.034115475,104330.836,,
0.034116507,104359.6613,,
0.034117539,104388.4044,,
0.034118571,104417.0808,,
0.034119603,104445.6955,,
0.034120635,104470.2474,,
0.034121668,104498.7503,,
0.0341227,104523.2072,,
0.034123732,104547.6329,,
0.034124764,104572.0398,,
0.034125796,104596.424,,
0.034126828,104616.8021,,
0.034127861,104641.1709,,
0.034128893,104661.5518,,
0.034129925,104681.9474,,
0.034130957,104702.3576,,
0.034131989,104722.8009,,
0.034133022,104739.2729,,
0.034134054,104759.7684,,
0.034135086,104776.3182,,
0.034136118,104792.9343,,
0.03413715,104813.5661,,
0.034138182,104830.2912,,
0.034139215,104847.0456,,
0.034140247,104863.9024,,
0.034141279,104880.7965,,
0.034142311,104897.7915,,
0.034143343,104910.8316,,
0.034144375,104927.9819,,
0.034145408,104945.1807,,
0.03414644,104958.4606,,
0.034147472,104975.8458,,
0.034148504,104989.2821,,
0.034149536,105006.8161,,
0.034150569,105020.4152,,
0.034151601,105034.1028,,
0.034152633,105051.8645,,
0.034153665,105065.7124,,
0.034154697,105079.6293,,
0.034155729,105093.63,,
0.034156762,105107.69,,
0.034157794,105121.8243,,
0.034158826,105136.0339,,
0.034159858,105150.3008,,
0.03416089,105164.6371,,
0.034161922,105175.0087,,
0.034162955,105189.4588,,
0.034163987,105199.9574,,
0.034165019,105210.4813,,
0.034166051,105225.0974,,
0.034167083,105235.709,,
0.034168116,105242.3948,,
0.034169148,105253.0881,,
0.03417018,105263.821,,
0.034171212,105270.586,,
0.034172244,105277.4043,,
0.034173276,105288.223,,
0.034174309,105295.0632,,
0.034175341,105297.9055,,
0.034176373,105304.773,,
0.034177405,105307.6625,,
0.034178437,105310.558,,
0.034179469,105313.431,,
0.034180502,105316.3432,,
0.034181534,105319.2416,,
0.034182566,105318.1291,,
0.034183598,105317.0477,,
0.03418463,105315.924,,
0.034185662,105314.8346,,
0.034186695,105309.6939,,
0.034187727,105304.5589,,
0.034188759,105299.4352,,
0.034189791,105294.2827,,
0.034190823,105289.1154,,
0.034191856,105279.9244,,
0.034192888,105270.7183,,
0.03419392,105261.5084,,
0.034194952,105252.2478,,
0.034195984,105239.0094,,
0.034197016,105229.7462,,
0.034198049,105216.4579,,
0.034199081,105203.138,,
0.034200113,105185.7987,,
0.034201145,105172.4385,,
0.034202177,105155.0791,,
0.034203209,105137.6753,,
0.034204242,105120.2467,,
0.034205274,105102.8002,,
0.034206306,105085.3539,,
0.034207338,105067.8636,,
0.03420837,105046.3566,,
0.034209403,105024.8308,,
0.034210435,105007.2877,,
0.034211467,104985.7253,,
0.034212499,104964.1451,,
0.034213531,104942.5451,,
0.034214563,104920.9267,,
0.034215596,104895.288,,
0.034216628,104873.6404,,
0.03421766,104851.9836,,
0.034218692,104830.306,,
0.034219724,104804.6189,,
0.034220756,104782.9106,,
0.034221789,104761.1924,,
0.034222821,104735.4447,,
0.034223853,104713.705,,
0.034224885,104691.9655,,
0.034225917,104666.2147,,
0.03422695,104644.4533,,
0.034227982,104622.6919,,
0.034229014,104600.9191,,
0.034230046,104575.1462,,
0.034231078,104553.3732,,
0.03423211,104531.5997,,
0.034233143,104509.8151,,
0.034234175,104488.0415,,
0.034235207,104466.2678,,
0.034236239,104444.4939,,
0.034237271,104422.7426,,
0.034238303,104404.9687,,
0.034239336,104383.2176,,
0.034240368,104361.4666,,
0.0342414,104339.771,,
0.034242432,104322.0436,,
0.034243464,104300.3393,,
0.034244497,104282.6468,,
0.034245529,104264.9667,,
0.034246561,104243.3429,,
0.034247593,104225.7102,,
0.034248625,104208.1012,,
0.034249657,104186.5161,,
0.03425069,104168.9887,,
0.034251722,104151.463,,
0.034252754,104133.9953,,
0.034253786,104116.5413,,
0.034254818,104099.1116,,
0.03425585,104081.7639,,
0.034256883,104064.4165,,
0.034257915,104047.1638,,
0.034258947,104029.9123,,
0.034259979,104012.7423,,
0.034261011,103999.5966,,
0.034262044,103982.545,,
0.034263076,103965.5286,,
0.034264108,103948.5954,,
0.03426514,103931.7305,,
0.034266172,103918.8893,,
0.034267204,103902.1657,,
0.034268237,103885.5226,,
0.034269269,103868.9004,,
0.034270301,103856.4061,,
0.034271333,103839.9934,,
0.034272365,103823.6243,,
0.034273397,103807.3929,,
0.03427443,103795.2394,,
0.034275462,103779.187,,
0.034276494,103763.2246,,
0.034277526,103747.3369,,
0.034278558,103731.5734,,
0.03427959,103715.9185,,
0.034280623,103700.3844,,
0.034281655,103684.9467,,
0.034282687,103669.6379,,
0.034283719,103650.4232,,
0.034284751,103635.3348,,
0.034285784,103620.3614,,
0.034286816,103601.5113,,
0.034287848,103586.7829,,
0.03428888,103568.1783,,
0.034289912,103549.711,,
0.034290944,103535.35,,
0.034291977,103517.1261,,
0.034293009,103499.071,,
0.034294041,103481.1136,,
0.034295073,103463.2627,,
0.034296105,103445.5613,,
0.034297137,103424.0262,,
0.03429817,103406.5828,,
0.034299202,103389.2743,,
0.034300234,103368.1126,,
0.034301266,103351.0642,,
0.034302298,103330.1549,,
0.034303331,103313.3599,,
0.034304363,103292.6956,,
0.034305395,103272.1293,,
0.034306427,103251.7201,,
0.034307459,103231.4176,,
0.034308491,103211.1787,,
0.034309524,103191.0818,,
0.034310556,103171.0901,,
0.034311588,103151.1857,,
0.03431262,103127.3544,,
0.034313652,103107.6159,,
0.034314684,103083.9703,,
0.034315717,103064.3985,,
0.034316749,103040.8961,,
0.034317781,103021.411,,
0.034318813,102998.0276,,
0.034319845,102974.6881,,
0.034320878,102955.4016,,
0.03432191,102932.1454,,
0.034322942,102908.898,,
0.034323974,102885.7082,,
0.034325006,102862.5547,,
0.034326038,102835.3921,,
0.034327071,102812.276,,
0.034328103,102789.1514,,
0.034329135,102766.0328,,
0.034330167,102738.9465,,
0.034331199,102715.8631,,
0.034332231,102692.7888,,
0.034333264,102665.7167,,
0.034334296,102642.6371,,
0.034335328,102615.5911,,
0.03433636,102592.5662,,
0.034337392,102565.5281,,
0.034338425,102542.5213,,
0.034339457,102515.5319,,
0.034340489,102492.5602,,
0.034341521,102469.6174,,
0.034342553,102442.6981,,
0.034343585,102419.8271,,
0.034344618,102396.9803,,
0.03434565,102374.1769,,
0.034346682,102351.4169,,
0.034347714,102328.7122,,
0.034348746,102310.0358,,
0.034349778,102287.4307,,
0.034350811,102268.8541,,
0.034351843,102250.3426,,
0.034352875,102231.8835,,
0.034353907,102217.464,,
0.034354939,102199.1021,,
0.034355972,102184.7606,,
0.034357004,102174.4611,,
0.034358036,102160.193,,
0.034359068,102153.9446,,
0.0343601,102143.696,,
0.034361132,102137.4508,,
0.034362165,102131.1921,,
0.034363197,102128.8996,,
0.034364229,102126.5739,,
0.034365261,102128.1778,,
0.034366293,102129.7099,,
0.034367325,102135.158,,
0.034368358,102144.4873,,
0.03436939,102153.6867,,
0.034370422,102166.7377,,
0.034371454,102179.6211,,
0.034372486,102196.3147,,
0.034373518,102216.8181,,
0.034374551,102237.0865,,
0.034375583,102261.1219,,
0.034376615,102288.9003,,
0.034377647,102316.4096,,
0.034378679,102347.6381,,
0.034379712,102378.5725,,
0.034380744,102417.2042,,
0.034381776,102451.5145,,
0.034382808,102493.5094,,
0.03438384,102531.176,,
0.034384872,102576.5117,,
0.034385905,102621.517,,
0.034386937,102666.1943,,
0.034387969,102714.5442,,
0.034389001,102762.5689,,
0.034390033,102814.2773,,
0.034391065,102865.6744,,
0.034392098,102916.7736,,
0.03439313,102967.5804,,
0.034394162,103022.1039,,
0.034395194,103072.3608,,
0.034396226,103126.362,,
0.034397259,103180.1174,,
0.034398291,103229.641,,
0.034399323,103282.9478,,
0.034400355,103332.046,,
0.034401387,103384.9575,,
0.034402419,103433.6918,,
0.034403452,103482.2561,,
0.034404484,103530.6673,,
0.034405516,103574.9367,,
0.034406548,103619.0736,,
0.03440758,103663.0957,,
0.034408612,103702.9973,,
0.034409645,103742.8032,,
0.034410677,103778.5256,,
0.034411709,103814.163,,
0.034412741,103849.7262,,
0.034413773,103881.235,,
0.034414806,103912.6936,,
0.034415838,103940.114,,
0.03441687,103967.4914,,
0.034417902,103990.855,,
0.034418934,104014.2007,,
0.034419966,104033.5504,,
0.034420999,104052.8984,,
0.034422031,104072.2686,,
0.034423063,104087.676,,
0.034424095,104103.1166,,
0.034425127,104118.6131,,
0.034426159,104134.1638,,
0.034427192,104145.7945,,
0.034428224,104157.4887,,
0.034429256,104169.2858,,
0.034430288,104177.1821,,
0.03443132,104189.1845,,
0.034432353,104197.3099,,
0.034433385,104205.5504,,
0.034434417,104213.9161,,
0.034435449,104222.4236,,
0.034436481,104231.0792,,
0.034437513,104239.8776,,
0.034438546,104248.7972,,
0.034439578,104257.8693,,
0.03444061,104263.1151,,
0.034441642,104272.4837,,
0.034442674,104281.9949,,
0.034443706,104291.6524,,
0.034444739,104301.4419,,
0.034445771,104311.3772,,
0.034446803,104317.4324,,
0.034447835,104327.6143,,
0.034448867,104337.9135,,
0.0344499,104348.3186,,
0.034450932,104358.8433,,
0.034451964,104369.4523,,
0.034452996,104380.1403,,
0.034454028,104390.9376,,
0.03445506,104401.7724,,
0.034456093,104412.6864,,
0.034457125,104423.6739,,
0.034458157,104434.6848,,
0.034459189,104445.7403,,
0.034460221,104456.8414,,
0.034461253,104467.954,,
0.034462286,104479.0702,,
0.034463318,104486.2325,,
0.03446435,104497.3676,,
0.034465382,104508.5027,,
0.034466414,104519.6259,,
0.034467446,104530.7561,,
0.034468479,104541.8392,,
0.034469511,104548.9097,,
0.034470543,104559.9713,,
0.034471575,104570.9688,,
0.034472607,104577.929,,
0.03447364,104588.8714,,
0.034474672,104595.7561,,
0.034475704,104602.6021,,
0.034476736,104609.389,,
0.034477768,104620.1281,,
0.0344788,104626.851,,
0.034479833,104629.4883,,
0.034480865,104636.0835,,
0.034481897,104642.616,,
0.034482929,104645.1169,,
0.034483961,104647.549,,
0.034484993,104653.9478,,
0.034486026,104652.2881,,
0.034487058,104654.5813,,
0.03448809,104656.8049,,
0.034489122,104655.0129,,
0.034490154,104653.178,,
0.034491187,104651.2704,,
0.034492219,104649.3517,,
0.034493251,104647.3752,,
0.034494283,104641.3516,,
0.034495315,104635.3263,,
0.034496347,104629.2402,,
0.03449738,104623.1281,,
0.034498412,104612.9822,,
0.034499444,104602.8081,,
0.034500476,104592.6286,,
0.034501508,104582.4065,,
0.03450254,104568.1475,,
0.034503573,104557.8916,,
0.034504605,104543.5904,,
0.034505637,104525.3093,,
0.034506669,104510.9805,,
0.034507701,104492.6332,,
0.034508734,104474.3035,,
0.034509766,104455.9477,,
0.034510798,104433.577,,
0.03451183,104411.1708,,
0.034512862,104392.7856,,
0.034513894,104366.3826,,
0.034514927,104343.986,,
0.034515959,104317.5635,,
0.034516991,104295.1467,,
0.034518023,104268.7071,,
0.034519055,104238.2916,,
0.034520087,104211.8588,,
0.03452112,104185.4096,,
0.034522152,104154.9954,,
0.034523184,104124.5567,,
0.034524216,104094.1243,,
0.034525248,104063.681,,
0.034526281,104033.251,,
0.034527313,103998.8214,,
0.034528345,103968.4042,,
0.034529377,103933.9826,,
0.034530409,103903.5725,,
0.034531441,103869.1496,,
0.034532474,103834.7632,,
0.034533506,103804.3839,,
0.034534538,103770.0331,,
0.03453557,103735.6863,,
0.034536602,103701.316,,
0.034537634,103667.0112,,
0.034538667,103632.7132,,
0.034539699,103602.4635,,
0.034540731,103568.2062,,
0.034541763,103533.998,,
0.034542795,103499.8171,,
0.034543827,103469.6202,,
0.03454486,103435.5035,,
0.034545892,103405.4153,,
0.034546924,103371.3545,,
0.034547956,103341.3444,,
0.034548988,103311.375,,
0.034550021,103277.4576,,
0.034551053,103247.614,,
0.034552085,103217.7913,,
0.034553117,103188,,
0.034554149,103162.2862,,
0.034555181,103132.6615,,
0.034556214,103103.0484,,
0.034557246,103077.549,,
0.034558278,103052.0742,,
0.03455931,103022.692,,
0.034560342,102997.3705,,
0.034561374,102972.1427,,
0.034562407,102946.9883,,
0.034563439,102921.8965,,
0.034564471,102900.9016,,
0.034565503,102876.0046,,
0.034566535,102855.1951,,
0.034567568,102830.4612,,
0.0345686,102809.8394,,
0.034569632,102789.3066,,
0.034570664,102768.911,,
0.034571696,102748.5792,,
0.034572728,102728.3506,,
0.034573761,102708.2706,,
0.034574793,102692.2676,,
0.034575825,102672.4031,,
0.034576857,102656.6285,,
0.034577889,102637.0028,,
0.034578921,102621.4881,,
0.034579954,102606.1003,,
0.034580986,102590.7881,,
0.034582018,102571.6467,,
0.03458305,102556.6276,,
0.034584082,102545.7739,,
0.034585115,102531.0103,,
0.034586147,102516.3855,,
0.034587179,102501.8697,,
0.034588211,102487.5375,,
0.034589243,102477.301,,
0.034590275,102463.2357,,
0.034591308,102453.2588,,
0.03459234,102439.4582,,
0.034593372,102429.7943,,
0.034594404,102420.2553,,
0.034595436,102406.8578,,
0.034596468,102397.5803,,
0.034597501,102388.4314,,
0.034598533,102379.4332,,
0.034599565,102370.5449,,
0.034600597,102361.8013,,
0.034601629,102353.1932,,
0.034602662,102344.6845,,
0.034603694,102336.2957,,
0.034604726,102328.0538,,
0.034605758,102319.9384,,
0.03460679,102311.8891,,
0.034607822,102307.9823,,
0.034608855,102300.1914,,
0.034609887,102296.4723,,
0.034610919,102288.8755,,
0.034611951,102285.351,,
0.034612983,102277.935,,
0.034614015,102274.5907,,
0.034615048,102271.3356,,
0.03461608,102268.1474,,
0.034617112,102265.0285,,
0.034618144,102261.9835,,
0.034619176,102259.0158,,
0.034620209,102256.0934,,
0.034621241,102253.2129,,
0.034622273,102254.4216,,
0.034623305,102251.6382,,
0.034624337,102252.9017,,
0.034625369,102250.2104,,
0.034626402,102251.5717,,
0.034627434,102252.944,,
0.034628466,102254.3487,,
0.034629498,102255.7648,,
0.03463053,102257.2201,,
0.034631562,102258.7032,,
0.034632595,102260.1902,,
0.034633627,102265.7009,,
0.034634659,102267.2322,,
0.034635691,102272.7701,,
0.034636723,102274.3237,,
0.034637755,102279.874,,
0.034638788,102285.4424,,
0.03463982,102291.0155,,
0.034640852,102296.597,,
0.034641884,102302.19,,
0.034642916,102311.7725,,
0.034643949,102317.3481,,
0.034644981,102326.9226,,
0.034646013,102336.4912,,
0.034647045,102342.0684,,
0.034648077,102351.6192,,
0.034649109,102361.1667,,
0.034650142,102374.6835,,
0.034651174,102384.17,,
0.034652206,102397.6413,,
0.034653238,102411.0658,,
0.03465427,102424.4578,,
0.034655302,102437.794,,
0.034656335,102451.0693,,
0.034657367,102468.2798,,
0.034658399,102485.4182,,
0.034659431,102502.4543,,
0.034660463,102523.3976,,
0.034661496,102540.2257,,
0.034662528,102564.9388,,
0.03466356,102585.5074,,
0.034664592,102609.9258,,
0.034665624,102634.185,,
0.034666656,102658.2656,,
0.034667689,102686.1545,,
0.034668721,102713.8453,,
0.034669753,102745.3202,,
0.034670785,102776.5724,,
0.034671817,102807.5835,,
0.034672849,102842.3521,,
0.034673882,102876.8609,,
0.034674914,102915.1083,,
0.034675946,102953.0866,,
0.034676978,102990.7849,,
0.03467801,103032.2015,,
0.034679043,103073.3386,,
0.034680075,103114.1852,,
0.034681107,103158.7475,,
0.034682139,103207.0186,,
0.034683171,103251.0103,,
0.034684203,103298.7169,,
0.034685236,103350.1481,,
0.034686268,103397.3081,,
0.0346873,103448.203,,
0.034688332,103498.8383,,
0.034689364,103549.2195,,
0.034690396,103603.3642,,
0.034691429,103653.2753,,
0.034692461,103706.9642,,
0.034693493,103756.4374,,
0.034694525,103809.7065,,
0.034695557,103858.7883,,
0.03469659,103911.6854,,
0.034697622,103960.4055,,
0.034698654,104008.9693,,
0.034699686,104057.3808,,
0.034700718,104105.6509,,
0.03470175,104149.7851,,
0.034702783,104197.8083,,
0.034703815,104237.7064,,
0.034704847,104281.4966,,
0.034705879,104321.198,,
0.034706911,104360.8147,,
0.034707943,104400.3429,,
0.034708976,104435.8092,,
0.034710008,104471.2093,,
0.03471104,104502.5627,,
0.034712072,104533.8547,,
0.034713104,104565.1333,,
0.034714137,104592.3648,,
0.034715169,104619.5892,,
0.034716201,104646.8013,,
0.034717233,104670.0235,,
0.034718265,104689.251,,
0.034719297,104712.4856,,
0.03472033,104731.7627,,
0.034721362,104751.0782,,
0.034722394,104770.4369,,
0.034723426,104785.8511,,
0.034724458,104801.343,,
0.03472549,104816.9017,,
0.034726523,104832.5361,,
0.034727555,104844.2585,,
0.034728587,104860.0944,,
0.034729619,104872.0302,,
0.034730651,104884.0764,,
0.034731683,104896.2553,,
0.034732716,104908.5234,,
0.034733748,104920.9353,,
0.03473478,104933.48,,
0.034735812,104946.1343,,
0.034736844,104958.937,,
0.034737877,104971.8577,,
0.034738909,104980.918,,
0.034739941,104994.1103,,
0.034740973,105007.4259,,
0.034742005,105016.8564,,
0.034743037,105030.4278,,
0.03474407,105040.1069,,
0.034745102,105053.8757,,
0.034746134,105067.7758,,
0.034747166,105077.7779,,
0.034748198,105091.8607,,
0.03474923,105102.0441,,
0.034750263,105116.3029,,
0.034751295,105126.6214,,
0.034752327,105141.0288,,
0.034753359,105151.4695,,
0.034754391,105161.9684,,
0.034755424,105176.5229,,
0.034756456,105187.0918,,
0.034757488,105197.7051,,
0.03475852,105212.3252,,
0.034759552,105222.9781,,
0.034760584,105233.6135,,
0.034761617,105244.2608,,
0.034762649,105254.9168,,
0.034763681,105265.5342,,
0.034764713,105276.1683,,
0.034765745,105286.751,,
0.034766777,105297.3253,,
0.03476781,105307.86,,
0.034768842,105318.3593,,
0.034769874,105328.8327,,
0.034770906,105335.2602,,
0.034771938,105345.6487,,
0.034772971,105355.9901,,
0.034774003,105362.264,,
0.034775035,105368.535,,
0.034776067,105378.7144,,
0.034777099,105384.8545,,
0.034778131,105390.9675,,
0.034779164,105397.0041,,
0.034780196,105402.9942,,
0.034781228,105408.937,,
0.03478226,105414.8557,,
0.034783292,105420.6962,,
0.034784324,105426.4928,,
0.034785357,105428.2646,,
0.034786389,105429.9795,,
0.034787421,105435.6613,,
0.034788453,105437.3101,,
0.034789485,105438.9245,,
0.034790518,105440.5044,,
0.03479155,105438.0744,,
0.034792582,105439.5888,,
0.034793614,105437.092,,
0.034794646,105434.5963,,
0.034795678,105432.0621,,
0.034796711,105429.5348,,
0.034797743,105426.9865,,
0.034798775,105420.451,,
0.034799807,105413.8931,,
0.034800839,105407.353,,
0.034801871,105400.8033,,
0.034802904,105394.3117,,
0.034803936,105383.8021,,
0.034804968,105377.3017,,
0.034806,105366.7947,,
0.034807032,105356.3526,,
0.034808065,105341.9317,,
0.034809097,105331.5523,,
0.034810129,105317.1589,,
0.034811161,105302.8436,,
0.034812193,105288.5396,,
0.034813225,105270.3054,,
0.034814258,105256.0767,,
0.03481529,105237.9045,,
0.034816322,105219.7588,,
0.034817354,105201.6736,,
0.034818386,105179.6316,,
0.034819418,105157.6458,,
0.034820451,105139.7072,,
0.034821483,105113.8026,,
0.034822515,105091.963,,
0.034823547,105070.1791,,
0.034824579,105044.4065,,
0.034825611,105018.7209,,
0.034826644,104993.0428,,
0.034827676,104967.4615,,
0.034828708,104937.8907,,
0.03482974,104912.3943,,
0.034830772,104882.9276,,
0.034831805,104853.5003,,
0.034832837,104824.1151,,
0.034833869,104794.7796,,
0.034834901,104761.5165,,
0.034835933,104732.2605,,
0.034836965,104699.0672,,
0.034837998,104665.9013,,
0.03483903,104632.7631,,
0.034840062,104599.6865,,
0.034841094,104566.6059,,
0.034842126,104533.5962,,
0.034843158,104496.627,,
0.034844191,104463.6974,,
0.034845223,104426.8075,,
0.034846255,104393.9456,,
0.034847287,104357.1247,,
0.034848319,104324.3323,,
0.034849352,104287.5921,,
0.034850384,104250.8355,,
0.034851416,104218.166,,
0.034852448,104181.526,,
0.03485348,104144.916,,
0.034854512,104112.3359,,
0.034855545,104075.8096,,
0.034856577,104039.3133,,
0.034857609,104006.8477,,
0.034858641,103970.4243,,
0.034859673,103938.0779,,
0.034860705,103905.7268,,
0.034861738,103869.4181,,
0.03486277,103837.1391,,
0.034863802,103804.937,,
0.034864834,103772.7532,,
0.034865866,103740.6208,,
0.034866899,103708.5061,,
0.034867931,103676.4655,,
0.034868963,103644.4637,,
0.034869995,103612.4655,,
0.034871027,103580.5399,,
0.034872059,103552.6592,,
0.034873092,103520.8278,,
0.034874124,103493.0161,,
0.034875156,103461.2593,,
0.034876188,103433.5463,,
0.03487722,103405.8593,,
0.034878252,103374.2202,,
0.034879285,103346.6308,,
0.034880317,103319.0974,,
0.034881349,103287.5818,,
0.034882381,103260.1071,,
0.034883413,103232.7014,,
0.034884446,103205.2934,,
0.034885478,103177.954,,
0.03488651,103146.6257,,
0.034887542,103119.3561,,
0.034888574,103092.1256,,
0.034889606,103064.8792,,
0.034890639,103033.7224,,
0.034891671,103006.5718,,
0.034892703,102975.4547,,
0.034893735,102948.3444,,
0.034894767,102917.2316,,
0.034895799,102886.1672,,
0.034896832,102859.1109,,
0.034897864,102828.0663,,
0.034898896,102797.0358,,
0.034899928,102766.0068,,
0.03490096,102734.9667,,
0.034901993,102703.925,,
0.034903025,102668.876,,
0.034904057,102637.8138,,
0.034905089,102602.7342,,
0.034906121,102571.5967,,
0.034907153,102536.464,,
0.034908186,102501.3187,,
0.034909218,102466.119,,
0.03491025,102430.8898,,
0.034911282,102395.5776,,
0.034912314,102356.2473,,
0.034913346,102320.8819,,
0.034914379,102281.4343,,
0.034915411,102245.9381,,
0.034916443,102206.4125,,
0.034917475,102166.8047,,
0.034918507,102127.1359,,
0.034919539,102087.42,,
0.034920572,102047.6671,,
0.034921604,102003.8402,,
0.034922636,101963.9971,,
0.034923668,101920.0885,,
0.0349247,101880.1596,,
0.034925733,101836.2252,,
0.034926765,101792.2366,,
0.034927797,101748.2742,,
0.034928829,101704.3243,,
0.034929861,101660.4211,,
0.034930893,101612.5686,,
0.034931926,101568.755,,
0.034932958,101521.0021,,
0.03493399,101477.3973,,
0.034935022,101429.9151,,
0.034936054,101382.5477,,
0.034937086,101335.3683,,
0.034938119,101284.4021,,
0.034939151,101237.642,,
0.034940183,101187.1459,,
0.034941215,101140.9231,,
0.034942247,101091.0146,,
0.03494328,101041.4289,,
0.034944312,100992.2054,,
0.034945344,100943.3669,,
0.034946376,100890.9189,,
0.034947408,100842.9121,,
0.03494844,100791.379,,
0.034949473,100740.3046,,
0.034950505,100693.7021,,
0.034951537,100643.6111,,
0.034952569,100594.0099,,
0.034953601,100544.9458,,
0.034954633,100496.3763,,
0.034955666,100452.3408,,
0.034956698,100404.8169,,
0.03495773,100361.7677,,
0.034958762,100315.1944,,
0.034959794,100273.0618,,
0.034960827,100231.3753,,
0.034961859,100194.0678,,
0.034962891,100157.1237,,
0.034963923,100124.4638,,
0.034964955,100092.0629,,
0.034965987,100063.8593,,
0.03496702,100035.8201,,
0.034968052,100015.8459,,
0.034969084,99995.89635,,
0.034970116,99979.90332,,
0.034971148,99971.78778,,
0.03497218,99963.46497,,
0.034973213,99962.89912,,
0.034974245,99970.00396,,
0.034975277,99976.72621,,
0.034976309,99990.99767,,
0.034977341,100012.7664,,
0.034978374,100037.981,,
0.034979406,100070.5979,,
0.034980438,100110.5767,,
0.03498147,100157.9043,,
0.034982502,100208.5515,,
0.034983534,100266.5128,,
0.034984567,100331.7763,,
0.034985599,100400.3597,,
0.034986631,100476.2769,,
0.034987663,100559.5542,,
0.034988695,100650.2168,,
0.034989727,100748.311,,
0.03499076,100849.8671,,
0.034991792,100954.944,,
0.034992824,101067.5813,,
0.034993856,101183.8405,,
0.034994888,101307.7613,,
0.03499592,101435.4033,,
0.034996953,101562.8131,,
0.034997985,101698.0401,,
0.034999017,101837.1178,,
0.035000049,101976.0883,,
0.035001081,102122.9856,,
0.035002114,102265.8325,,
0.035003146,102412.6431,,
0.035004178,102563.4314,,
0.03500521,102714.2072,,
0.035006242,102864.9693,,
0.035007274,103015.7091,,
0.035008307,103162.4218,,
0.035009339,103313.0914,,
0.035010371,103459.6955,,
0.035011403,103606.2097,,
0.035012435,103752.6166,,
0.035013467,103890.88,,
0.0350145,104028.9809,,
0.035015532,104162.8842,,
0.035016564,104296.5694,,
0.035017596,104422.0045,,
0.035018628,104543.1527,,
0.035019661,104663.9985,,
0.035020693,104776.5171,,
0.035021725,104884.6939,,
0.035022757,104984.4983,,
0.035023789,105079.925,,
0.035024821,105170.9565,,
0.035025854,105253.5911,,
0.035026886,105331.823,,
0.035027918,105405.6625,,
0.03502895,105471.1087,,
0.035029982,105528.1616,,
0.035031014,105584.8594,,
0.035032047,105629.2197,,
0.035033079,105673.2419,,
0.035034111,105708.9676,,
0.035035143,105740.4452,,
0.035036175,105763.6943,,
0.035037208,105786.7485,,
